food_id,food_name,meal_role,serving_size,kcal,carbohydrate,protein,fat,sugar,sodium
890,버섯 잡채,반찬,200.0,298.0,12.6,9.6,24.4,3.9,414.0
891,버섯 샤브샤브,국물,488.0,131.8,12.0,9.8,6.6,2.3,697.8
892,버섯 매운탕,국물,800.0,360.0,55.4,19.2,10.9,11.7,1280.0
893,버섯 덮밥,한그릇,572.0,577.7,105.6,14.9,9.3,3.1,360.4
894,뱅어포튀김,반찬,10.2,74.7,3.5,4.2,4.6,0.0,42.2
895,뱅어포무침,반찬,13.0,53.4,1.5,6.3,2.3,0.7,164.1
896,뱅어포구이,반찬,42.0,116.3,7.6,13.1,3.7,2.9,652.3
897,밴댕이무침,반찬,400.0,600.0,46.0,29.8,33.0,27.0,1028.0
898,백합죽,한그릇,700.0,455.0,84.7,16.5,5.6,0.0,994.0
899,백김치,반찬,100.0,16.0,3.0,1.0,0.1,1.0,395.0
900,배추전,반찬,96.5,107.1,10.0,3.2,5.9,1.2,524.0
901,배추숙주나물,반찬,44.0,9.7,1.6,0.7,0.3,0.6,55.9
902,배추나물_된장,반찬,120.0,38.4,5.1,2.1,1.5,2.1,327.6
903,배추나물_간장_소금,반찬,140.0,25.2,3.4,1.4,1.0,1.0,366.8
904,배추나물_간장,반찬,86.7,26.9,3.5,1.6,1.0,1.5,192.5
905,배추나물,반찬,80.0,48.8,6.8,1.6,1.8,5.0,220.8
906,배추김치_여름재배,반찬,100.0,38.0,6.6,1.8,0.5,3.2,606.0
907,배추김치_봄재배,반찬,100.0,39.0,6.0,2.2,0.7,2.4,626.0
908,배추김치_가을재배,반찬,100.0,37.0,6.1,1.8,0.5,3.0,548.0
909,배추김치,반찬,100.0,38.0,6.5,2.0,0.4,2.4,551.0
910,배추국_소고기,국물,400.0,64.0,4.6,7.4,1.6,0.0,992.0
911,배추국_들깨,국물,165.8,34.8,3.1,1.8,2.1,0.8,339.9
912,배추국,국물,165.6,14.9,1.5,2.2,0.2,0.6,187.1
913,배추겉절이,반찬,50.0,20.0,3.6,1.0,0.5,2.0,316.5
914,배추 된장국_소고기,국물,270.0,81.0,5.9,7.8,3.0,1.5,909.9
915,배추 된장국_바지락,국물,320.0,80.0,6.8,9.6,1.6,3.3,1033.6
916,배추 된장국,국물,260.0,44.2,5.9,3.4,1.2,2.1,639.6
917,배추 겉절이,반찬,160.0,38.4,7.5,2.1,0.6,3.3,467.2
918,방풍나물무침,반찬,80.0,60.8,8.6,3.5,1.4,2.3,213.6
919,방풍나물_소금,반찬,50.0,11.5,1.8,0.6,0.4,0.0,54.0
920,방풍나물_된장,반찬,50.0,15.5,2.4,0.8,0.5,0.2,75.0
921,방풍나물_고추장,반찬,50.0,18.5,3.6,0.8,0.4,0.8,71.5
922,밤밥,밥,209.8,318.9,68.5,7.1,0.5,0.9,6.3
923,바지락찜,반찬,146.8,121.8,13.4,11.7,2.5,6.7,1218.4
924,바지락국,국물,203.3,34.6,1.5,4.5,1.1,0.2,457.4
925,바지락 수제비_감자,한그릇,1000.0,310.0,50.8,13.0,4.5,2.3,1970.0
926,바지락 미역국_떡,국물,190.0,15.2,2.2,1.7,0.3,0.1,338.2
927,바지락 미역국,국물,300.0,39.0,3.7,5.7,0.8,0.3,912.0
928,바지락 된장국,국물,300.0,48.0,5.3,4.8,1.0,1.2,390.0
929,밀면_물밀면,한그릇,100.0,71.0,14.2,2.5,0.5,3.7,303.0
930,민어구이,반찬,100.0,106.0,0.4,12.6,5.5,0.0,703.0
931,민어 매운탕,국물,450.0,157.5,13.4,20.2,3.6,4.1,630.0
932,민들레잎무침,반찬,90.0,72.9,11.1,2.4,2.1,7.3,223.2
933,민들레무침,반찬,50.0,13.5,2.3,0.6,0.4,0.8,122.0
934,미트볼조림,반찬,72.8,113.6,11.7,4.2,5.9,5.0,364.7
935,미트 스파게티,한그릇,350.0,381.5,65.1,15.0,6.9,9.9,476.0
936,미음_현미,한그릇,100.0,19.0,4.4,0.4,0.1,0.1,0.0
937,미음_칠분도미,한그릇,100.0,20.0,4.6,0.3,0.1,0.0,0.0
938,미음,한그릇,100.0,19.0,4.7,0.3,0.0,0.0,0.0
939,미역튀각,반찬,15.3,55.5,4.3,2.2,4.6,0.5,610.0
940,미역초무침,반찬,50.0,17.5,2.6,0.6,0.5,0.6,226.0
941,미역줄기볶음_미역줄기_채소,반찬,70.0,24.5,2.3,0.5,1.9,0.4,900.9
942,미역줄기볶음_미역줄기,반찬,70.0,27.3,2.2,0.9,2.2,0.2,220.5
943,미역줄기볶음,반찬,30.0,28.5,2.0,0.8,2.2,0.4,142.2
944,미역냉국_오이_고추,국물,200.0,28.0,6.2,1.2,0.4,4.0,516.0
945,미역냉국_오이,국물,300.0,33.0,8.1,1.5,0.3,5.6,870.0
946,미역냉국,국물,160.0,41.6,4.1,1.4,2.6,1.4,1028.8
947,미역국_홍합,국물,320.0,28.8,2.7,3.6,0.8,0.1,681.6
948,미역국_참치,국물,100.0,19.0,0.9,2.6,0.6,0.0,309.0
949,미역국_소고기,국물,200.0,46.0,1.3,3.7,3.1,0.0,406.0
950,미역국_새우,국물,400.0,64.0,7.3,4.4,1.8,0.0,20.0
951,미역국_북어,국물,300.0,33.0,2.4,5.4,0.8,0.1,798.0
952,미역국_바지락,국물,100.0,9.0,1.0,0.9,0.2,0.0,318.0
953,미역국_들깨,국물,180.0,30.6,2.3,1.4,2.2,0.1,349.2
954,미역국_대합,국물,400.0,44.0,2.2,4.9,1.8,0.0,928.0
955,미역국_굴,국물,100.0,17.0,1.4,1.4,0.6,0.0,298.0
956,미역국,국물,200.0,20.0,1.8,1.6,1.2,0.0,762.0
957,미역 오이무침,반찬,100.0,61.0,12.3,1.8,1.8,6.3,817.0
958,미역 된장국,국물,280.0,42.0,5.1,3.4,1.6,1.0,966.0
959,미소된장국,국물,150.0,37.5,2.8,2.8,1.8,0.7,517.5
960,미더덕찜,반찬,118.9,91.6,9.6,9.2,2.2,1.4,464.9
961,미나리전,반찬,150.0,226.5,34.2,5.2,7.6,1.7,249.0
962,미나리무침_고추장,반찬,100.0,20.0,3.6,0.9,0.5,2.0,109.0
963,미나리무침,반찬,50.0,10.0,1.4,0.5,0.4,0.7,86.0
964,미나리나물_팽이버섯,반찬,50.0,8.0,1.0,0.4,0.4,0.4,84.0
965,미나리나물_소금,반찬,70.0,18.9,2.2,0.8,0.9,0.8,256.2
966,미나리나물_모듬,반찬,50.0,10.0,1.5,0.5,0.4,0.7,76.5
967,미나리나물_고추장,반찬,50.0,12.5,2.4,0.6,0.3,1.2,60.5
968,미나리나물,반찬,50.0,29.5,2.2,1.0,1.8,0.0,150.5
969,미나리 초무침,반찬,36.5,17.9,2.9,0.8,0.6,1.4,209.9
970,미꾸라지튀김,반찬,100.0,387.0,28.8,10.9,25.4,0.3,324.0
971,물회_오징어,반찬,700.0,343.0,22.8,43.3,8.4,14.7,2548.0
972,물회_생선,반찬,800.0,576.0,82.5,34.3,12.3,52.0,2776.0
973,물회,반찬,700.0,532.0,55.3,34.4,18.9,20.0,2093.0
974,물만두,한그릇,350.0,322.0,36.8,21.3,9.0,0.2,357.0
975,물냉면_열무,한그릇,578.0,549.1,94.8,27.2,5.5,4.0,2462.3
976,물냉면,한그릇,747.8,583.3,99.0,29.9,6.4,5.8,2699.6
977,물김치_돌나물,반찬,400.0,20.0,3.0,1.2,0.3,1.4,948.0
978,문어볶음_고추장,반찬,200.0,176.0,17.2,21.9,2.0,10.9,974.0
979,문어볶음,반찬,223.4,149.7,12.4,13.2,5.9,8.2,536.2
980,문어무침,반찬,51.9,36.3,2.8,4.2,1.1,0.9,182.7
981,묵밥,밥,950.0,646.0,128.6,14.8,7.7,15.1,2071.0
982,묵무침_청포묵,반찬,250.0,150.0,22.7,2.9,5.2,1.8,725.0
983,묵무침_도토리묵,반찬,200.0,148.0,21.8,1.9,5.9,3.6,638.0
984,묵말이_도토리묵,국물,1300.0,468.0,89.7,6.8,8.5,6.2,3211.0
985,묵국_메밀묵,국물,400.0,88.0,14.3,4.0,1.6,1.1,952.0
986,무초절임(치킨무),반찬,130.0,22.1,4.0,0.7,0.4,2.3,245.7
987,무청나물,반찬,100.0,80.0,6.0,2.8,5.4,0.3,367.0
988,무짠지,반찬,50.0,5.5,1.0,0.3,0.1,0.8,1191.0
989,무조림,반찬,150.0,72.0,6.4,3.4,3.6,5.8,1168.5
990,무장아찌,반찬,30.0,24.0,5.0,0.4,0.2,2.9,879.9
991,무숙장아찌,반찬,94.0,87.4,4.5,3.5,6.1,2.2,1307.5
992,무생채_액젓,반찬,40.0,15.2,2.8,0.5,0.3,1.4,182.0
993,무생채_식초,반찬,120.0,42.0,7.9,1.2,1.0,4.1,313.2
994,무생채_미역,반찬,42.0,14.3,3.2,0.5,0.2,1.9,314.2
995,무생채_미나리,반찬,85.0,39.1,7.3,1.2,1.0,3.6,506.6
996,무생채_굴,반찬,300.0,150.0,17.8,11.0,3.8,12.1,1098.0
997,무생채(무만),반찬,120.0,36.0,6.9,1.2,0.7,3.1,298.8
998,무생채,반찬,70.0,22.4,4.5,0.6,0.4,2.4,430.5
999,무밥,밥,246.2,435.8,90.3,9.1,2.6,1.9,487.5
1000,무말랭이장아찌,반찬,94.2,110.2,17.3,3.9,3.0,6.2,1212.4
1001,무말랭이무침_오징어,반찬,100.0,150.0,21.1,10.0,2.9,6.5,283.0
1002,무말랭이무침,반찬,20.0,24.2,4.5,0.8,0.3,0.8,90.0
1003,무나물무침,반찬,50.0,10.5,1.8,0.3,0.2,1.6,176.0
1004,무나물,반찬,53.3,19.2,2.0,0.4,1.1,0.8,339.5
1005,무국_홍합,국물,350.0,87.5,3.0,2.8,7.1,0.8,815.5
1006,무국_어묵,국물,227.6,50.1,6.0,4.3,0.9,1.9,530.3
1007,무국_소고기_콩나물,국물,300.0,108.0,6.5,8.7,5.5,2.2,492.0
1008,무국_소고기_두부,국물,200.0,54.0,1.8,4.0,3.2,0.7,200.0
1009,무국_소고기_당면,국물,168.7,75.9,9.0,3.2,3.0,0.3,371.1
1010,무국_소고기_느타리,국물,233.2,74.6,4.3,4.0,4.9,1.7,219.2
1011,무국_소고기,국물,400.0,124.0,7.8,14.2,4.0,3.5,1068.0
1012,무국_들깨,국물,270.0,40.5,4.4,1.6,2.1,1.2,459.0
1013,무국,국물,320.0,22.4,3.8,1.0,0.5,1.2,588.8
1014,무 파래무침,반찬,130.0,29.9,6.3,1.4,0.5,3.4,287.3
1015,무 어묵조림,반찬,65.7,73.6,9.8,4.1,2.0,2.9,408.7
1016,무 북어국,국물,300.0,81.0,3.2,12.3,2.1,1.1,468.0
1017,무 된장국,국물,198.2,35.7,4.2,3.2,0.8,1.4,503.4
1018,몸국,국물,650.0,143.0,10.0,18.8,4.2,2.6,773.5
1019,모밀국수,한그릇,400.0,344.0,71.8,10.0,1.3,5.8,1020.0
1020,모듬회,반찬,150.0,199.5,7.7,33.8,3.5,3.7,739.5
1021,모듬채소전골,국물,450.0,90.0,9.5,8.1,2.7,2.7,652.5
1022,모듬채소전,반찬,110.0,169.4,23.5,3.7,6.2,1.3,190.3
1023,모듬버섯볶음,반찬,100.0,69.0,6.8,3.0,4.6,2.0,430.0
1024,모듬배추나물_된장,반찬,50.0,15.5,1.8,0.8,0.6,0.5,161.0
1025,모듬 콩조림,반찬,15.0,27.2,2.3,1.7,1.4,0.6,48.2
1026,모듬 초밥,한그릇,245.0,463.0,70.2,24.5,7.7,6.0,965.3
1027,모듬 김밥,한그릇,400.0,452.0,70.0,16.8,11.0,2.8,736.0
1028,명태 매운탕,국물,625.0,306.2,19.7,44.4,6.4,4.9,362.5
1029,명란찜,반찬,125.2,76.4,3.9,8.9,2.8,1.6,1414.8
1030,명란찌개,국물,263.3,71.1,7.2,8.2,1.5,2.2,966.3
1031,명란젓_양념,반찬,100.0,147.0,4.0,18.0,6.5,0.0,2044.0
1032,멸치조림,반찬,60.0,90.0,3.9,9.0,4.0,1.9,672.6
1033,멸치젓_양념,반찬,5.0,4.5,0.4,0.6,0.1,0.0,333.4
1034,멸치볶음_풋고추,반찬,20.0,52.4,3.4,4.6,2.2,1.4,275.6
1035,멸치볶음_마늘쫑,반찬,50.0,138.5,6.2,16.2,5.4,2.1,1250.5
1036,멸치볶음_꽈리고추,반찬,50.0,126.5,4.0,11.8,7.0,3.1,667.0
1037,멸치볶음_견과류,반찬,50.0,207.0,9.2,15.2,12.2,7.0,914.0
1038,멸치볶음(멸치만),반찬,80.0,91.2,4.1,11.9,2.7,1.4,616.0
1039,멸치볶음,반찬,80.0,91.2,4.1,11.9,2.7,1.4,615.2
1040,멸치 미역국,국물,320.0,28.8,2.3,3.5,1.2,0.0,1200.0
1041,멘보샤,반찬,100.0,289.0,13.2,10.5,21.6,1.0,696.0
1042,멕시컨샐러드,반찬,200.0,192.0,14.2,7.4,11.9,8.7,412.0
1043,메추리알장조림_꽈리고추,반찬,75.0,72.0,4.2,4.9,3.7,0.8,234.8
1044,메추리알장조림,반찬,66.6,101.2,6.0,7.5,4.5,1.7,648.0
1045,메추리알 어묵조림,반찬,67.2,104.8,10.3,6.2,4.2,4.9,541.0
1046,메추리알 돼지고기장조림,반찬,150.0,216.0,8.3,23.0,9.3,3.1,442.5
1047,메밀전,반찬,180.0,289.8,62.6,7.2,1.2,0.5,261.0
1048,메밀소바,한그릇,400.0,344.0,71.8,10.0,1.3,5.8,1016.0
1049,메밀묵국,국물,62.5,38.1,7.0,0.9,0.8,0.9,144.4
1050,메밀묵 무침,반찬,144.5,93.9,17.4,2.3,1.8,2.1,359.8
1051,메밀국수_온면,한그릇,350.0,220.5,42.2,11.0,1.0,0.0,679.0
1052,메기찜,반찬,528.2,375.0,28.4,38.6,12.3,4.1,792.3
1053,메기 매운탕,국물,760.0,448.4,56.2,30.4,11.1,5.2,2006.4
1054,머위대나물무침,반찬,50.0,29.0,2.4,2.0,1.3,0.2,181.5
1055,머위나물볶음,반찬,150.0,108.0,7.6,3.5,7.0,1.8,718.5
1056,머위나물무침,반찬,100.0,85.0,2.5,1.6,7.7,0.4,452.0
1057,머위나물_소금,반찬,44.1,13.2,1.3,1.0,0.6,0.1,322.4
1058,머위나물,반찬,60.0,15.0,1.5,0.9,0.8,0.2,110.4
1059,매운탕_해물,국물,600.0,210.0,15.1,29.1,3.8,2.7,2208.0
1060,매운탕_짱뚱어,국물,600.0,186.0,16.6,11.5,8.5,2.4,2052.0
1061,매운탕_조기,국물,600.0,384.0,17.3,35.1,19.4,4.3,2274.0
1062,매운탕_우럭,국물,600.0,408.0,11.2,52.1,17.0,1.1,1776.0
1063,매운탕_아귀,국물,100.0,43.0,2.3,6.8,0.7,0.5,345.0
1064,매운탕_서더리,국물,100.0,30.0,0.6,4.0,1.3,0.0,189.0
1065,매운탕_메기_해물,국물,720.0,324.0,31.7,29.7,9.3,6.7,1648.8
1066,매운탕_메기,국물,760.0,440.8,56.0,30.2,11.1,5.3,2029.2
1067,매운탕_동태_해물,국물,930.0,334.8,16.4,53.5,6.4,4.5,1348.5
1068,매운탕_대구,국물,600.0,132.0,1.1,26.9,2.4,0.0,1500.0
1069,매운탕_광어,국물,600.0,420.0,9.1,58.4,16.6,1.4,1800.0
1070,매운 어묵볶음,반찬,100.0,90.0,11.0,5.1,2.9,2.4,397.0
1071,매실장아찌_우메보시(일본),반찬,30.0,19.5,3.3,0.4,0.5,2.4,1118.4
1072,매실장아찌,반찬,30.0,72.9,17.4,0.5,0.1,11.4,337.8
1073,매생이국,국물,500.0,120.0,13.4,10.0,2.8,0.4,1420.0
1074,망둥어찜,반찬,175.5,91.3,5.2,14.9,1.2,1.2,354.5
1075,망둥어찌개,국물,298.8,131.5,10.2,17.6,2.5,3.2,1443.2
1076,맛살전,반찬,200.0,330.0,39.4,15.0,12.5,2.3,1118.0
1077,만두탕수,한그릇,314.5,276.8,35.8,9.4,10.6,5.3,371.1
1078,만두전골,한그릇,100.0,57.0,5.6,3.6,2.2,0.7,250.0
1079,만두국_사골,한그릇,700.0,609.0,62.6,26.2,28.0,0.4,2331.0
1080,만두국_김치만두,한그릇,600.0,402.0,45.0,22.2,14.7,2.8,1110.0
1081,만두국_고기만두,한그릇,600.0,396.0,45.9,21.0,14.0,2.0,1116.0
1082,만두국,한그릇,700.0,434.0,47.8,21.4,17.4,3.1,2366.0
1083,만두_물만두,한그릇,230.0,448.5,35.9,18.5,25.6,4.9,763.6
1084,만두_김치만두,한그릇,220.0,334.4,37.4,22.5,10.5,0.8,864.6
1085,만두_군만두,한그릇,220.0,514.8,56.3,15.5,25.3,6.1,847.0
1086,만두_고기만두,한그릇,100.0,208.0,27.8,9.4,6.6,0.5,261.0
1087,막창구이_소고기,반찬,100.0,358.0,0.4,15.3,32.7,1.4,162.0
1088,막국수,한그릇,132.4,286.0,57.3,11.0,0.9,3.9,971.8
1089,마파두부,반찬,160.0,174.4,8.6,11.7,10.4,3.9,563.2
1090,마카로니 샐러드,반찬,170.0,236.3,23.4,3.9,13.9,4.7,209.1
1091,마라탕,국물,100.0,66.0,5.1,3.9,3.3,0.3,358.0
1092,마늘쫑조림_멸치,반찬,50.0,30.0,4.6,2.4,0.5,1.6,180.0
1093,마늘쫑조림,반찬,46.1,100.0,14.5,2.3,4.9,4.7,440.7
1094,마늘쫑장아찌무침,반찬,50.0,39.5,8.9,0.6,0.3,4.1,353.0
1095,마늘쫑장아찌_고추장,반찬,50.0,55.0,10.5,1.3,0.9,5.6,707.5
1096,마늘쫑장아찌_간장,반찬,50.0,30.0,5.4,1.0,0.5,3.9,813.5
1097,마늘쫑장아찌,반찬,100.0,118.0,27.3,2.0,0.1,13.0,1410.0
1098,마늘쫑볶음_잔멸치,반찬,76.3,96.1,12.3,3.4,4.2,7.1,357.1
1099,마늘쫑볶음_멸치,반찬,50.0,58.5,7.7,3.8,1.4,2.8,252.5
1100,마늘쫑볶음_건어물,반찬,50.0,36.5,3.1,3.7,1.1,1.1,212.5
1101,마늘쫑볶음_건새우,반찬,150.0,79.5,8.0,4.0,3.8,3.0,430.5
1102,마늘쫑볶음_간장,반찬,100.0,89.0,8.2,3.0,5.2,3.2,546.0
1103,마늘쫑볶음,반찬,140.0,124.6,18.4,4.6,3.6,7.4,786.8
1104,마늘쫑무침,반찬,50.0,28.5,6.0,1.1,0.3,2.1,101.0
1105,마늘장아찌무침,반찬,40.0,39.6,8.7,0.8,0.3,4.7,322.0
1106,마늘장아찌,반찬,100.0,113.0,25.4,2.4,0.2,15.0,1127.0
1107,런천미트구이,반찬,42.8,129.3,4.8,9.2,8.1,0.6,466.9
1108,라조기,반찬,67.1,125.5,12.8,9.1,3.8,2.9,144.9
1109,라볶이,반찬,476.3,514.4,85.0,9.0,15.1,5.0,714.4
1110,라면_콩나물,한그릇,700.0,553.0,79.5,15.4,18.8,0.9,441.0
1111,라면_치즈,한그릇,600.0,594.0,80.0,16.8,23.0,0.9,2112.0
1112,라면_짬뽕라면,한그릇,750.0,690.0,92.0,21.3,26.3,1.6,2497.5
1113,라면_짜장라면,한그릇,100.0,177.0,31.0,3.7,4.3,0.6,306.0
1114,라면_용기면_볶음라면,한그릇,100.0,202.0,33.9,4.5,5.4,3.3,435.0
1115,라면_용기면_면,한그릇,100.0,192.0,33.4,3.5,5.0,0.0,316.0
1116,라면_용기면_국물,한그릇,100.0,28.0,3.2,0.6,1.4,0.0,423.0
1117,라면_용기면,한그릇,100.0,103.0,15.6,2.0,3.6,0.4,402.0
1118,라면_어묵,한그릇,928.6,585.0,85.2,13.9,19.4,1.2,464.3
1119,라면_비빔라면,한그릇,100.0,189.0,31.0,3.4,5.7,1.8,375.0
1120,라면_모듬,한그릇,700.0,686.0,97.9,19.6,22.8,1.0,623.0
1121,라면_면,한그릇,100.0,174.0,29.8,3.9,4.4,0.0,278.0
1122,라면_만두,한그릇,700.0,763.0,107.0,22.4,25.8,1.0,665.0
1123,라면_라면만,한그릇,100.0,84.0,14.4,1.8,2.2,0.1,306.0
1124,라면_떡,한그릇,100.0,102.0,17.7,2.1,2.5,0.1,301.0
1125,라면_달걀,한그릇,550.0,594.0,95.3,14.4,17.5,1.0,1006.5
1126,라면_김치,한그릇,760.0,646.0,94.3,16.0,21.5,2.3,828.4
1127,라면_국물,한그릇,100.0,19.0,2.1,0.4,1.0,0.0,380.0
1128,라면,한그릇,226.6,383.0,55.5,9.3,13.1,0.1,290.0
1129,라멘_시오라멘,한그릇,100.0,84.0,11.5,4.7,2.1,0.9,292.0
1130,라멘_소유라멘,한그릇,100.0,72.0,9.1,3.6,2.4,0.8,420.0
1131,라멘_미소라멘,한그릇,100.0,89.0,11.4,4.6,2.8,1.1,388.0
1132,라멘_돈코츠라멘,한그릇,100.0,98.0,5.9,4.1,6.4,0.8,377.0
1133,떡산적_소고기,반찬,146.8,230.5,27.8,13.2,7.6,4.3,613.6
1134,떡볶이_카레,한그릇,235.4,214.2,27.4,5.4,8.8,1.6,609.7
1135,떡볶이_치즈,반찬,100.0,164.0,29.3,5.5,2.7,5.8,397.0
1136,떡볶이_채소,반찬,200.0,516.0,114.1,6.2,3.8,3.9,538.0
1137,떡볶이_어묵,반찬,100.0,130.0,27.2,3.2,1.3,4.4,367.0
1138,떡볶이_양배추,반찬,380.4,228.2,50.8,4.9,1.4,8.0,764.6
1139,떡볶이_소고기_버섯,반찬,412.0,317.2,58.4,7.8,6.6,9.7,618.0
1140,떡볶이_소고기,반찬,114.5,179.8,28.9,4.7,5.1,4.9,361.8
1141,떡볶이_모듬,반찬,70.0,87.5,17.4,2.2,1.1,2.6,232.4
1142,떡볶이_고추장_어묵,반찬,150.0,241.5,51.9,5.9,1.9,7.3,684.0
1143,떡볶이_고추장_메추리알,반찬,260.0,260.0,50.0,8.1,3.8,7.9,663.0
1144,떡볶이_간장,반찬,80.0,134.4,24.7,3.8,2.3,1.6,286.4
1145,떡볶이,반찬,74.8,193.0,39.9,3.2,2.7,6.5,503.4
1146,떡만두국_김치만두,한그릇,600.0,522.0,87.4,18.6,11.1,2.0,1392.0
1147,떡만두국_고기만두,한그릇,540.0,372.6,64.2,13.3,7.2,1.0,1047.6
1148,떡만두국,한그릇,700.0,623.0,110.7,20.1,11.3,0.1,1981.0
1149,떡국_소고기_달걀,한그릇,190.0,144.4,25.3,5.3,2.6,0.2,406.6
1150,떡국_소고기,한그릇,420.0,453.6,88.8,12.2,5.2,0.3,1411.2
1151,떡국_모듬,한그릇,600.0,516.0,102.8,16.2,5.2,1.0,1224.0
1152,떡국_달걀,한그릇,600.0,258.0,52.7,7.1,2.4,0.8,1008.0
1153,떡국_굴,한그릇,600.0,540.0,100.1,24.0,8.0,1.4,1782.0
1154,떡국,한그릇,700.0,588.0,114.6,24.0,3.7,0.6,1232.0
1155,떡강정,반찬,103.1,208.3,37.6,2.6,5.2,2.5,290.7
1156,떡갈비,반찬,200.0,404.0,4.9,42.8,23.6,0.8,808.0
1157,땅콩죽,한그릇,198.1,289.2,49.1,7.7,6.6,0.7,374.4
1158,땅콩조림,반찬,20.0,96.6,4.0,3.8,7.3,2.0,114.8
1159,등심돈가스,반찬,108.9,189.5,15.9,15.0,6.4,1.8,272.2
1160,들깻잎장아찌,반찬,100.0,124.0,26.0,4.0,0.4,16.4,1809.0
1161,들깨죽,한그릇,128.0,198.4,27.5,4.9,7.6,0.3,807.7
1162,들깨국,국물,190.0,28.5,3.2,1.3,1.5,0.8,294.5
1163,두부튀김,반찬,85.4,104.2,8.4,5.5,5.3,0.8,225.5
1164,두부찌개_소고기_된장,국물,300.0,165.0,10.5,17.1,5.9,2.2,891.0
1165,두부찌개_소고기_고추장,국물,280.0,162.4,18.8,12.8,4.0,0.5,546.0
1166,두부찌개_소고기,국물,216.4,173.1,12.2,13.0,8.0,3.3,692.5
1167,두부찌개_새우젓,국물,300.0,165.0,7.2,16.2,8.1,1.7,1122.0
1168,두부찌개_바지락,국물,211.1,71.8,6.7,7.0,2.1,2.2,434.9
1169,두부찌개_굴,국물,259.8,54.6,3.9,5.5,1.8,1.1,496.2
1170,두부찌개_고추장,국물,500.0,260.0,15.9,20.0,13.2,4.0,905.0
1171,두부찌개,국물,222.8,66.8,8.4,5.1,1.8,2.3,450.1
1172,두부조림_돼지고기,반찬,74.8,130.9,5.3,11.0,7.0,1.1,386.7
1173,두부조림,반찬,120.0,170.4,12.3,13.8,7.4,3.2,556.8
1174,두부전골,국물,370.0,151.7,10.6,14.0,6.5,1.6,403.3
1175,두부전,반찬,65.6,105.6,5.7,6.4,6.0,0.0,228.9
1176,두부부침,반찬,100.0,144.0,2.7,12.1,9.4,0.3,132.0
1177,두부볶음_돼지고기,반찬,113.4,223.4,14.9,14.1,11.9,4.2,279.0
1178,두부냉채,반찬,76.2,59.4,3.4,6.8,2.2,1.0,237.0
1179,두부김치_돼지고기,반찬,430.0,361.2,17.5,29.1,19.1,5.8,872.9
1180,두부김치,반찬,250.0,287.5,14.1,19.5,17.1,1.5,990.0
1181,두부국,국물,223.9,69.4,2.8,5.6,3.7,0.7,479.1
1182,두부 탕수,반찬,100.4,123.5,15.2,4.5,4.8,3.3,192.8
1183,두부 청국장찌개_김치,국물,270.0,89.1,9.0,8.4,2.3,1.9,1150.2
