food_id,food_name,meal_role,serving_size,kcal,carbohydrate,protein,fat,sugar,sodium
1184,두부 청국장찌개,국물,240.0,93.6,10.4,8.4,2.3,2.0,528.0
1185,두부 애호박찌개,국물,234.6,63.3,8.4,4.7,1.5,2.1,143.1
1186,두부 명란찌개,국물,170.6,56.3,4.6,6.0,1.8,1.1,406.0
1187,두부 된장국_유부,국물,300.0,75.0,4.6,5.4,4.0,1.0,621.0
1188,두부 된장국_바지락,국물,300.0,63.0,4.9,6.0,2.0,1.5,375.0
1189,두부 된장국,국물,260.0,67.6,5.5,6.0,2.6,1.1,637.0
1190,두부 달걀탕,국물,235.3,87.1,4.1,8.7,4.0,0.9,218.8
1191,두부 달걀찜,반찬,75.6,86.9,3.0,7.3,4.9,0.5,171.6
1192,두릅무침_초고추장,반찬,90.0,60.3,7.1,1.9,2.7,4.1,184.5
1193,두릅무침,반찬,85.2,63.0,9.9,2.9,2.2,3.3,1257.6
1194,된장찌개_호박,국물,222.0,86.6,8.4,8.4,2.2,1.7,426.2
1195,된장찌개_콩나물,국물,159.8,87.9,8.0,8.8,3.0,1.4,877.3
1196,된장찌개_우렁_강된장,국물,100.0,136.0,16.1,7.3,4.7,8.8,1547.0
1197,된장찌개_우렁,국물,184.2,75.5,6.5,7.4,2.5,1.4,631.8
1198,된장찌개_소고기,국물,258.6,113.8,12.8,7.0,3.9,2.9,1145.6
1199,된장찌개_바지락,국물,415.0,186.8,20.3,15.4,5.1,3.5,1128.8
1200,된장찌개_미더덕,국물,163.2,86.5,7.1,8.6,2.6,1.8,1137.5
1201,된장찌개_모듬해물,국물,150.0,42.0,5.6,3.2,1.0,1.2,370.5
1202,된장찌개_모듬채소,국물,270.0,99.9,12.6,7.0,2.7,2.6,1004.4
1203,된장찌개_두부_호박,국물,380.0,121.6,10.4,11.8,4.0,3.3,619.4
1204,된장찌개_두부,국물,270.0,110.7,6.9,8.8,5.3,2.7,1290.6
1205,된장찌개_달래,국물,248.2,64.5,7.3,5.0,2.1,2.2,632.9
1206,된장찌개_냉이,국물,350.0,66.5,10.2,4.1,1.1,1.9,609.0
1207,된장찌개,국물,167.78,77.2,9.4,6.0,2.0,1.7,572.1
1208,된장국_호박잎,국물,180.0,30.6,4.6,2.4,0.7,1.0,329.4
1209,된장국_호박,국물,400.0,124.0,5.6,13.4,5.2,2.0,1808.0
1210,된장국_해물,국물,400.0,112.0,10.7,8.4,3.9,1.8,1536.0
1211,된장국_콩나물,국물,400.0,124.0,10.5,10.3,4.4,2.1,1460.0
1212,된장국_유부,국물,300.0,75.0,4.6,5.3,4.0,1.0,627.0
1213,된장국_우렁,국물,500.0,245.0,19.2,24.6,7.7,3.6,2135.0
1214,된장국_우거지,국물,400.0,80.0,3.3,11.1,2.4,2.5,1164.0
1215,된장국_얼갈이배추,국물,200.0,28.0,3.5,2.0,0.8,0.9,432.0
1216,된장국_아욱,국물,230.0,43.7,6.7,3.5,0.9,0.9,669.3
1217,된장국_쑥,국물,400.0,60.0,6.1,4.9,1.9,2.9,972.0
1218,된장국_시래기,국물,190.0,32.3,4.5,2.2,1.0,0.9,514.9
1219,된장국_시금치,국물,270.0,37.8,5.7,3.2,0.9,1.7,691.2
1220,된장국_배추,국물,400.0,80.0,10.3,5.8,1.6,0.0,892.0
1221,된장국_미역,국물,180.0,28.8,3.1,2.4,1.1,0.6,514.8
1222,된장국_무,국물,450.0,103.5,14.7,6.1,2.4,5.9,1741.5
1223,된장국_두부,국물,260.0,67.6,5.6,6.0,2.6,1.1,634.4
1224,된장국_냉이_두부,국물,200.0,40.0,4.0,3.6,1.3,0.9,358.0
1225,된장국_냉이,국물,400.0,88.0,8.8,6.8,2.6,1.2,944.0
1226,된장국_근대,국물,200.0,28.0,3.8,2.0,0.7,0.9,480.0
1227,된장국_감자,국물,100.0,40.0,6.1,1.6,1.0,1.0,332.0
1228,돼지사태찜,반찬,177.3,147.2,12.4,13.5,4.7,4.9,367.0
1229,돼지불고기_삼겹살_오징어,반찬,200.0,364.0,20.5,25.6,19.9,7.6,886.0
1230,돼지불고기_버섯,반찬,160.0,137.6,6.9,13.4,6.0,2.7,272.0
1231,돼지불고기_고추장,반찬,320.0,272.0,18.5,27.3,10.1,9.2,697.6
1232,돼지불고기_간장,반찬,160.0,134.4,6.9,13.5,5.8,2.7,273.6
1233,돼지머리국밥,한그릇,932.1,633.8,102.8,20.5,13.8,2.1,932.1
1234,돼지등심 장조림,반찬,98.8,115.6,5.2,15.2,2.9,3.5,409.0
1235,돼지등갈비찜,반찬,450.0,963.0,57.4,72.1,49.2,24.1,2394.0
1236,돼지껍데기구이,반찬,100.0,348.0,3.4,23.7,26.6,3.4,475.0
1237,돼지고기튀김,반찬,73.4,162.9,4.6,15.3,8.6,0.0,376.5
1238,돼지고기찜,반찬,250.0,272.5,22.2,27.0,8.1,5.2,550.0
1239,돼지고기찌개,국물,360.0,201.6,10.3,14.7,11.3,2.4,518.4
1240,돼지고기볶음_케찹,반찬,55.0,91.3,3.9,10.8,3.3,2.5,128.2
1241,돼지고기볶음_채소,반찬,230.0,388.7,19.8,38.1,17.5,15.3,795.8
1242,돼지고기볶음_짜장,한그릇,79.9,162.2,13.0,10.9,7.2,5.5,387.5
1243,돼지고기볶음_돼지고기_채소,반찬,430.0,455.8,24.3,33.4,25.2,11.6,735.3
1244,돼지고기볶음_돼지고기_짜장,한그릇,210.0,235.2,13.4,25.2,8.6,4.8,611.1
1245,돼지고기볶음_돼지고기_오징어,반찬,260.0,244.4,14.7,23.9,10.1,6.3,533.0
1246,돼지고기볶음_돼지고기_버섯,반찬,460.0,469.2,29.9,38.7,22.4,13.6,970.6
1247,돼지고기볶음_돼지고기_배추김치,반찬,130.0,118.3,5.2,9.4,6.6,2.5,310.7
1248,돼지고기볶음_돼지고기,반찬,400.0,536.0,25.7,38.1,31.5,11.4,672.0
1249,돼지고기볶음_김치,반찬,200.0,218.0,13.6,19.0,9.4,7.2,702.0
1250,돼지고기볶음(제육볶음),반찬,250.0,487.5,11.8,30.4,35.5,1.0,1252.5
1251,돼지고기볶음,반찬,200.0,350.0,18.2,23.0,20.7,8.2,1052.0
1252,돼지고기덮밥,한그릇,330.0,544.5,86.4,26.1,9.0,6.3,471.9
1253,돼지고기강정,반찬,76.2,132.6,6.4,11.3,6.4,1.4,375.7
1254,돼지고기_허파,반찬,100.0,91.0,0.0,17.3,2.4,0.0,85.0
1255,돼지고기_머리고기,반찬,200.0,650.0,3.5,42.4,52.0,0.1,334.0
1256,돼지고기_간,반찬,100.0,164.0,1.6,29.4,4.4,0.2,62.0
1257,돼지고기 피망잡채,반찬,170.0,154.7,8.7,16.5,6.0,3.6,455.6
1258,돼지고기 장조림_메추리알,반찬,50.0,71.5,3.0,7.2,3.1,0.8,450.5
1259,돼지고기 장조림,반찬,60.0,79.8,3.6,9.2,2.9,1.6,209.4
1260,돼지고기 스테이크,반찬,68.7,125.7,6.2,15.0,4.0,2.8,414.3
1261,돼지고기 덮밥,한그릇,330.0,554.4,85.5,26.4,10.3,6.7,465.3
1262,돼지고기 꼬치구이,반찬,105.0,188.0,2.9,28.2,6.2,1.8,125.0
1263,돼지갈비찜_채소_떡,반찬,140.0,198.8,15.3,12.6,9.5,3.0,308.0
1264,돼지갈비찜_채소,반찬,340.0,462.4,16.3,35.7,27.4,7.8,850.0
1265,돼지갈비찜_배추김치,반찬,450.0,400.5,24.1,26.4,22.0,9.9,1516.5
1266,돼지갈비찜_매운양념_채소_떡,반찬,270.0,386.1,31.3,26.5,17.0,7.5,661.5
1267,돼지갈비찜_매운양념_채소,반찬,130.0,176.8,9.8,12.3,9.9,3.9,288.6
1268,돼지갈비찜,반찬,340.0,472.6,16.3,35.7,27.7,7.8,850.0
1269,돼지갈비전골,국물,85.8,194.8,4.4,14.2,13.0,2.8,284.9
1270,돼지갈비구이_간장,반찬,100.0,240.0,8.1,19.5,14.4,4.5,405.0
1271,돼지갈비구이,반찬,180.0,237.6,11.8,14.4,14.0,6.0,387.0
1272,돼지갈비강정,반찬,86.1,210.1,17.6,11.2,9.9,3.3,432.2
1273,동파육,반찬,100.0,191.0,4.2,9.0,15.4,0.7,299.0
1274,동태튀김,반찬,120.9,176.5,9.9,12.9,8.7,0.0,990.2
1275,동태찜,반찬,500.0,395.0,25.8,50.9,9.7,5.7,1985.0
1276,동태찌개,국물,610.0,152.5,12.5,19.8,3.1,3.7,1079.7
1277,동태조림,반찬,250.0,275.0,17.4,40.8,4.7,10.2,1392.5
1278,동태전,반찬,52.99,126.6,4.8,8.9,7.5,0.0,205.6
1279,동태양념구이,반찬,75.2,97.8,1.2,16.3,2.7,0.2,482.0
1280,동태까스_소스,반찬,90.0,245.7,17.5,10.4,14.1,2.3,346.5
1281,동태국,국물,298.4,50.7,3.9,8.1,0.4,1.2,653.5
1282,동태 매운탕,국물,610.0,152.5,12.1,20.1,3.0,3.3,1122.4
1283,동치미,반찬,100.0,11.0,2.1,0.5,0.1,1.2,472.0
1284,돌솥비빔밥_양념장,한그릇,550.0,473.0,76.9,15.5,11.4,6.8,638.0
1285,돌솥 비빔밥,한그릇,575.0,580.8,100.4,19.6,10.2,6.0,534.8
1286,돌나물무침,반찬,90.0,21.6,4.7,0.5,0.4,2.2,138.6
1287,돌나물,반찬,60.0,25.2,5.1,0.6,0.6,2.5,115.8
1288,돈가스_치즈,반찬,250.0,755.0,41.8,42.0,46.7,3.6,870.0
1289,돈가스_돼지안심,반찬,200.0,652.0,34.3,33.3,42.4,2.8,552.0
1290,돈가스_돼지등심,반찬,200.0,624.0,38.5,33.0,37.5,3.7,574.0
1291,돈가스_고구마,반찬,100.0,317.0,23.0,12.3,19.5,6.2,288.0
1292,돈가스,반찬,100.0,148.0,9.5,9.1,7.6,0.5,118.0
1293,도토리묵무침_채소,반찬,69.0,42.1,8.1,0.9,0.9,1.2,232.5
1294,도토리묵무침,반찬,100.0,53.0,11.3,0.5,0.7,0.1,148.0
1295,도미튀김,반찬,61.8,186.0,11.7,16.0,7.6,0.0,1063.0
1296,도미찜,반찬,226.7,117.9,7.3,17.9,2.1,2.1,192.7
1297,도미 매운탕,국물,297.0,139.6,10.0,17.5,3.4,3.2,1042.5
1298,도루묵찌개,국물,494.0,311.2,20.0,33.6,11.4,6.4,306.3
1299,도루묵조림,반찬,123.2,126.9,7.1,13.9,3.8,2.1,386.8
1300,도라지튀김,반찬,42.8,76.6,8.2,2.4,3.7,0.6,217.0
1301,도라지생채_오징어채,반찬,40.0,36.8,4.2,3.8,0.6,1.6,178.4
1302,도라지생채_오이,반찬,130.0,53.3,11.4,1.7,0.7,5.1,286.0
1303,도라지생채_북어,반찬,69.8,106.1,8.7,14.0,1.7,3.3,520.0
1304,도라지생채,반찬,100.0,119.0,24.5,2.8,1.1,9.6,522.0
1305,도라지나물무침,반찬,50.0,65.0,6.6,1.2,3.8,0.4,205.5
1306,도라지나물,반찬,75.6,88.5,9.7,1.5,5.1,0.9,647.1
1307,도다리구이,반찬,79.2,121.2,0.6,18.8,4.4,0.0,822.9
1308,도가니탕,국물,500.0,200.0,4.1,41.8,1.6,0.0,750.0
1309,덮밥_해물,한그릇,700.0,770.0,100.4,42.1,22.5,1.2,1806.0
1310,덮밥_참치,한그릇,500.0,680.0,103.0,29.2,16.8,3.0,1620.0
1311,덮밥_장어,한그릇,400.0,716.0,97.4,30.1,23.0,5.6,920.0
1312,덮밥_유산슬,한그릇,550.0,577.5,73.9,27.0,19.0,0.4,1578.5
1313,덮밥_오징어,한그릇,360.0,486.0,79.0,25.8,7.2,2.4,583.2
1314,덮밥_송이버섯,한그릇,600.0,582.0,95.6,18.2,14.0,2.3,1680.0
1315,덮밥_불고기,한그릇,400.0,728.0,107.8,26.4,21.2,0.3,1012.0
1316,덮밥_돼지고기(제육),한그릇,470.0,949.4,79.2,44.3,50.6,9.3,817.8
1317,덮밥_닭고기,한그릇,410.0,512.5,60.8,46.7,8.9,4.4,627.3
1318,덮밥_낙지,한그릇,350.0,525.0,84.4,20.6,11.7,7.6,742.0
1319,더덕장아찌,반찬,90.0,126.9,26.0,4.0,0.8,13.8,1050.3
1320,더덕무침,반찬,150.0,216.0,43.4,4.3,2.8,20.2,1246.5
1321,더덕구이,반찬,100.0,184.0,31.1,3.1,5.2,11.6,743.0
1322,대합죽,한그릇,259.0,274.5,43.0,6.5,7.5,0.4,577.6
1323,대합 미역국,국물,227.7,15.9,1.3,1.8,0.5,0.1,280.1
1324,대창구이_소고기,반찬,100.0,595.0,4.0,9.1,60.2,1.1,126.0
1325,대구포,반찬,100.0,141.0,2.3,32.0,0.4,0.0,3876.0
1326,대구튀김,반찬,82.9,236.3,11.0,22.4,10.4,0.0,1133.2
1327,대구탕,국물,760.5,342.2,38.3,35.7,6.8,10.2,2167.4
1328,대구찜,반찬,191.0,108.9,6.3,15.9,2.3,1.9,324.7
1329,대구지리,국물,343.0,65.2,3.5,11.7,0.9,0.4,586.5
1330,대구볼찜,반찬,640.0,288.0,34.4,27.1,7.9,7.0,915.2
1331,대구 매운탕_내장_알,국물,300.0,123.0,8.2,20.1,1.6,3.3,600.0
1332,대구 매운탕_내장,국물,300.0,117.0,7.0,19.8,1.4,2.2,642.0
1333,대구 매운탕,국물,219.2,114.0,6.2,17.1,2.4,2.0,754.0
1334,당근볶음,반찬,90.0,85.5,7.0,0.8,6.0,4.0,194.4
1335,닭튀김_양념,반찬,143.2,317.9,31.4,29.5,7.7,10.8,1328.9
1336,닭튀김_살코기,반찬,100.0,289.0,9.4,22.5,17.4,0.0,292.0
1337,닭튀김_목,반찬,100.0,330.0,8.7,19.8,23.5,0.0,276.0
1338,닭튀김_닭가슴살,반찬,100.0,252.0,20.2,21.0,9.7,0.0,60.0
1339,닭튀김_다리(아랫다리),반찬,100.0,268.0,8.3,22.0,15.8,0.0,269.0
1340,닭튀김_다리(넓적다리),반찬,100.0,277.0,9.1,21.6,16.5,0.0,288.0
1341,닭튀김_너겟,반찬,200.0,664.0,33.3,30.6,45.4,2.2,1032.0
1342,닭튀김_날개,반찬,200.0,514.0,21.0,34.3,32.5,0.0,538.0
1343,닭튀김 샐러드,반찬,300.0,237.0,11.9,11.4,15.9,3.0,306.0
1344,닭튀김,반찬,172.6,296.9,15.8,30.4,10.9,0.0,421.1
1345,닭찜_안동찜닭,반찬,1500.0,1365.0,139.5,114.2,38.8,66.8,5460.0
1346,닭찜_매운양념,반찬,250.0,285.0,21.8,22.8,11.8,5.8,572.5
1347,닭찜_간장,반찬,209.5,178.1,10.6,25.3,2.8,3.1,586.6
1348,닭찜,반찬,300.0,321.0,1.8,37.1,18.3,0.0,672.0
1349,닭죽_채소,한그릇,200.0,198.0,25.5,11.8,4.9,1.5,270.0
1350,닭죽,한그릇,261.3,290.0,47.4,20.1,1.4,2.6,376.3
1351,닭조림_고추장,반찬,250.0,380.0,33.1,22.8,17.4,5.1,725.0
1352,닭조림,반찬,120.0,133.2,10.6,12.6,4.4,3.0,256.8
1353,닭볶음탕,반찬,300.0,333.0,25.6,35.7,9.7,1.3,1128.0
1354,닭볶음(닭갈비)_매운양념_치즈,반찬,220.0,369.6,33.0,31.8,12.0,8.2,662.2
1355,닭볶음(닭갈비)_매운양념,반찬,220.0,288.2,27.6,24.7,8.8,7.9,600.6
1356,닭볶음(닭갈비)_닭가슴살_피망,반찬,80.0,97.6,1.1,13.1,4.5,0.2,392.0
1357,닭볶음(닭갈비),반찬,210.0,348.6,30.4,29.2,12.1,9.7,642.6
1358,닭볶음,반찬,280.0,383.6,35.4,41.2,8.4,10.2,756.0
1359,닭백숙,국물,270.6,276.0,34.6,27.3,1.9,0.9,1404.4
1360,닭발볶음,반찬,200.0,372.0,23.4,27.6,18.8,12.7,1948.0
1361,닭발구이,반찬,220.0,431.2,21.3,39.9,20.7,0.7,1819.4
1362,닭모래집튀김,반찬,150.0,468.0,29.1,28.1,26.6,1.8,322.5
1363,닭모래집볶음,반찬,100.0,176.0,2.8,28.1,5.8,2.7,364.0
1364,닭도리탕,반찬,237.3,116.3,10.0,11.9,2.9,2.7,199.3
1365,닭다리튀김_간장,반찬,200.0,646.0,35.8,37.7,39.2,7.4,820.0
1366,닭다리조림,한그릇,80.4,143.9,7.3,11.3,7.1,2.6,123.0
1367,닭다리구이,반찬,170.0,153.0,4.6,14.5,8.0,1.5,345.1
1368,닭날개구이,반찬,105.0,228.9,2.5,22.7,13.3,1.6,163.8
1369,닭꼬치구이,반찬,90.0,162.9,5.0,28.9,2.3,3.4,109.8
1370,닭구이,반찬,120.0,115.2,5.5,13.4,4.0,2.3,332.4
1371,닭곰탕,국물,280.0,134.4,9.3,12.0,5.1,0.9,666.4
1372,닭고기육개장,국물,440.0,123.2,6.7,11.6,5.8,1.8,620.4
1373,닭고기냉채,반찬,150.0,109.5,8.6,16.2,1.4,4.9,31.5
1374,닭고기 탕수,반찬,230.0,218.5,20.2,17.0,7.2,6.1,138.0
1375,닭고기 샐러드,반찬,114.5,124.8,3.6,9.8,7.8,1.2,411.1
1376,닭고기 미역국,국물,280.0,58.8,2.0,9.0,2.1,0.0,534.8
1377,닭고기 덮밥,한그릇,634.0,615.0,104.0,33.6,4.4,5.8,760.8
1378,닭강정,반찬,183.9,402.7,39.4,32.9,11.4,8.5,320.0
1379,닭가슴살 샐러드_마요네즈,반찬,300.0,162.0,8.5,12.0,8.9,3.4,225.0
1380,닭가슴살 샐러드_드레싱,반찬,300.0,111.0,6.1,12.3,4.1,3.6,168.0
1381,달래무침_오이,반찬,100.4,52.2,8.8,1.6,1.8,3.9,832.3
1382,달래무침,반찬,60.0,37.8,3.6,1.8,1.8,2.3,340.2
1383,달래 된장국,국물,243.4,92.5,6.3,7.3,4.5,1.9,457.6
1384,달걀후라이,반찬,60.0,106.8,1.8,6.6,7.7,0.1,130.8
1385,달걀튀김,반찬,92.2,236.0,13.6,9.4,15.0,0.5,111.6
1386,달걀탕_순두부,국물,350.0,101.5,3.3,6.2,7.1,0.0,353.5
1387,달걀찜_채소,반찬,100.0,89.0,4.5,4.8,5.8,0.0,329.0
1388,달걀찜_우유,반찬,200.0,210.0,7.6,16.5,12.6,5.1,524.0
1389,달걀찜_새우젓,반찬,200.0,116.0,0.9,10.0,8.1,0.0,494.0
1390,달걀찜_두부,반찬,90.0,67.5,2.2,5.9,3.6,0.6,189.0
1391,달걀찜_당근,반찬,180.0,124.2,4.0,11.2,6.6,0.9,453.6
1392,달걀찜_달걀만,반찬,100.0,108.0,1.0,9.0,7.5,0.8,375.0
1393,달걀찜,반찬,110.0,130.9,1.8,12.2,7.7,0.7,958.1
1394,달걀조림,반찬,80.0,87.2,5.2,7.2,3.8,1.2,398.4
1395,달걀부침(달걀후라이)_햄,반찬,100.0,277.0,8.1,12.7,21.6,0.0,591.0
1396,달걀부침(달걀후라이),반찬,85.0,132.6,2.3,8.5,9.4,0.2,334.9
1397,달걀말이_햄_김,반찬,45.2,87.2,2.2,5.7,6.0,0.2,280.7
1398,달걀말이_채소,반찬,50.0,47.5,0.5,3.2,3.5,0.2,98.0
1399,달걀말이_부추,반찬,50.0,51.0,0.4,3.5,3.7,0.2,93.5
1400,달걀말이_달걀만,반찬,100.0,210.0,4.8,13.3,15.3,0.4,328.0
1401,달걀말이,반찬,49.2,83.1,0.6,5.2,6.3,0.3,325.2
1402,달걀국,국물,300.0,57.0,1.1,4.5,3.6,0.4,453.0
1403,달걀_삶은것_흰자,반찬,100.0,48.0,0.0,11.4,0.3,0.3,186.0
1404,달걀_삶은것_노른자,반찬,100.0,358.0,1.2,15.7,32.3,0.2,46.0
1405,달걀_삶은것,반찬,100.0,150.0,0.6,12.8,10.6,0.6,127.0
1406,달걀 샐러드,반찬,159.5,252.0,10.3,9.4,19.0,1.3,355.7
1407,단호박찜,반찬,90.0,36.9,9.0,0.8,0.1,3.3,1.8
1408,단호박조림,반찬,100.0,71.0,15.2,2.2,0.9,4.4,815.0
1409,단호박 샐러드,반찬,50.0,62.5,5.1,0.6,4.6,1.7,42.0
1410,단무지무침,반찬,25.0,4.0,0.6,0.1,0.1,0.2,84.0
1411,단무지,반찬,30.0,3.9,0.7,0.1,0.1,0.1,165.6
1412,다시마튀각,반찬,100.0,246.0,10.0,1.1,23.6,4.1,448.0
1413,다시마조림,반찬,30.9,18.8,2.2,1.0,1.0,0.3,160.1
1414,다시마무침,반찬,64.2,38.5,4.5,2.0,2.2,0.6,321.6
1415,다슬기 된장국,국물,300.0,69.0,7.8,6.3,2.0,1.2,384.0
1416,느타리버섯튀김,반찬,60.3,136.9,11.6,3.9,8.2,0.2,332.9
1417,느타리버섯볶음_느타리버섯_채소,반찬,50.0,23.0,2.3,1.0,1.6,0.7,81.5
1418,느타리버섯볶음_느타리버섯,반찬,90.0,18.9,2.1,1.1,1.3,0.4,117.0
1419,느타리버섯볶음,반찬,100.0,87.0,7.7,3.6,4.7,3.2,453.0
1420,느타리버섯 구이,반찬,90.9,54.5,5.2,1.9,4.0,1.4,338.1
1421,누룽지_뜨거운물첨가,밥,100.0,69.0,15.1,1.3,0.1,1.2,13.0
1422,누룽지,밥,600.0,522.0,115.0,9.0,0.4,1.4,6.0
1423,녹두전,반찬,158.9,146.2,13.4,7.9,6.7,0.3,36.5
1424,녹두빈대떡_해물_돼지고기,반찬,157.0,161.7,16.7,14.1,4.1,2.3,879.2
1425,녹두빈대떡_해물,반찬,157.0,135.0,17.2,9.4,3.2,2.5,1029.9
1426,녹두빈대떡_채소,반찬,157.0,157.0,26.0,6.8,3.1,3.2,1105.3
1427,녹두빈대떡_돼지고기,반찬,210.0,367.5,44.9,19.8,11.8,0.6,228.9
1428,녹두빈대떡,반찬,109.7,273.2,34.4,14.7,8.2,1.6,301.7
1429,노각무침,반찬,150.0,84.0,14.3,2.6,1.8,7.1,817.5
1430,넙치구이,반찬,114.8,133.2,0.0,15.6,7.3,0.0,706.0
1431,넙치(광어)회덮밥_양념장,한그릇,510.0,392.7,64.5,21.8,5.4,9.8,433.5
1432,냉채_해파리,반찬,150.0,91.5,13.4,6.2,1.4,11.4,508.5
1433,냉채_닭고기,반찬,240.0,216.0,12.0,31.4,4.7,11.5,362.4
1434,냉이초나물,반찬,100.0,77.0,12.3,4.2,2.5,2.9,261.0
1435,냉이나물,반찬,75.0,24.8,4.1,1.8,0.6,0.9,136.5
1436,냉이 된장국,국물,170.0,25.5,2.9,2.2,0.7,0.7,331.5
1437,냉면_회냉면_홍어,한그릇,500.0,740.0,111.0,29.0,20.1,14.2,495.0
1438,냉면_열무냉면,한그릇,800.0,528.0,97.5,20.9,5.8,27.1,3152.0
1439,냉면_비빔냉면,한그릇,500.0,500.0,66.8,28.4,13.2,20.1,885.0
1440,냉면_물냉면,한그릇,700.0,385.0,72.2,13.7,4.5,31.6,1127.0
1441,냉국_미역_오이,국물,350.0,21.0,3.0,1.3,0.5,2.4,1144.5
1442,냉국_미역,국물,350.0,129.5,26.3,0.7,2.3,15.7,518.0
1443,내장탕,국물,600.0,426.0,10.1,34.9,27.1,0.3,1296.0
1444,내장전골,국물,470.0,272.6,13.6,25.4,13.5,3.4,601.6
1445,난자완스,반찬,200.0,388.0,20.7,15.6,26.9,1.8,714.0
1446,낙지탕(맑은탕),국물,600.0,96.0,4.8,18.0,1.0,1.6,852.0
1447,낙지탕,국물,600.0,186.0,10.4,29.4,3.2,1.9,1704.0
1448,낙지찜,반찬,600.0,444.0,22.9,32.8,25.9,5.3,1302.0
1449,낙지전골,국물,430.0,150.5,15.3,18.0,2.6,4.1,851.4
1450,낙지볶음_채소,반찬,140.0,93.8,11.4,7.6,2.2,3.6,371.0
1451,낙지볶음_떡,반찬,110.0,115.5,9.0,17.7,0.8,3.2,657.8
1452,낙지볶음,반찬,80.5,109.5,9.1,10.1,3.9,5.7,786.5
1453,낙지무침,반찬,180.0,138.6,7.1,22.3,2.2,0.3,612.0
1454,낙지 삼겹살 볶음,반찬,255.0,385.0,9.5,23.2,26.9,4.8,869.6
1455,낙지 비빔밥,한그릇,900.0,792.0,132.5,38.7,11.8,11.2,1584.0
1456,낙지 덮밥,한그릇,900.0,828.0,139.0,40.5,11.5,15.8,1683.0
1457,나폴리탄 스파게티,한그릇,360.0,417.6,81.0,13.0,5.0,13.7,741.6
1458,나박김치,반찬,100.0,10.0,1.2,0.5,0.4,0.3,377.0
1459,꿩불고기,반찬,500.0,370.0,39.7,33.5,8.5,16.9,1265.0
1460,꽈리고추찜,반찬,100.0,104.0,17.7,3.6,2.1,0.4,316.0
1461,꽈리고추조림_멸치,반찬,80.0,45.6,3.8,5.7,1.0,1.0,368.0
1462,꽈리고추볶음_잔멸치_호두,반찬,110.0,79.2,4.8,7.2,3.5,1.2,533.5
1463,꽈리고추볶음_잔멸치,반찬,70.0,44.8,2.2,5.3,1.6,0.6,361.9
1464,꽈리고추볶음_멸치,반찬,90.0,71.1,5.0,7.2,2.5,1.3,420.3
1465,꽈리고추볶음,반찬,78.6,114.0,9.9,1.9,7.7,2.2,335.6
1466,꽈리고추 오징어조림,반찬,87.7,118.4,5.6,12.5,5.0,3.0,340.3
1467,꽃게탕,국물,600.0,102.0,8.6,11.2,2.5,5.7,1638.0
